º≠√ ±∏,Date
0.5415415004628176,2023-01-01
0.049971168071016814,2023-02-01
0.05531377469682469,2023-03-01
-0.2734789177434592,2023-04-01
0.5999204263617095,2023-05-01
1.0314837374181023,2023-06-01
0.9690084184220119,2023-07-01
1.333941309397797,2023-08-01
-1.1374228287930044,2023-09-01
0.5387513610412789,2023-10-01
1.961990763253671,2023-11-01
0.8548118620502685,2023-12-01
0.31889700915285674,2024-01-01
0.10149698008309227,2024-02-01
0.5020834524191424,2024-03-01
0.674627460306589,2024-04-01
0.24068414291677348,2024-05-01
0.5195571305067175,2024-06-01
0.042015407189142706,2024-07-01
-0.1617135536467293,2024-08-01
2.588587966984994,2024-09-01
0.7843224845675917,2024-10-01
0.5613869222946122,2024-11-01
-0.4040882446503248,2024-12-01
0.9915123481415093,2025-01-01
-0.03068158718984315,2025-02-01
0.366990554305629,2025-03-01
0.36360218585036214,2025-04-01
0.3610073147817645,2025-05-01
0.6957528879025645,2025-06-01
0.36422582918475827,2025-07-01
0.37147913970162294,2025-08-01
1.366522972937242,2025-09-01
0.6889282796945859,2025-10-01
1.0265144349553035,2025-11-01
0.034231073523294575,2025-12-01
0.7870793498906637,2026-01-01
0.02722414677945062,2026-02-01
0.22862048936312138,2026-03-01
0.05808346524303887,2026-04-01
0.49144943032697846,2026-05-01
0.8771665905704356,2026-06-01
0.684058250770621,2026-07-01
0.8807842076291068,2026-08-01
0.13471373742863954,2026-09-01
0.6176251588556169,2026-10-01
1.5042400506407507,2026-11-01
0.4647142674144037,2026-12-01
